+ 1616814372.487081200 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814372.493913400 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814372.499799500 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814372.551438300 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814372.556896200 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814372.561666100 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files (x86)/Microsoft SDKs/Azure/CLI2/wbin' '/home/jeremy/.rvm/*'
+ 1616814372.569172400 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814372.575727800 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files (x86)/Microsoft SDKs/Azure/CLI2/wbin'
+ 1616814372.582785200 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814372.589932100 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814372.599660600 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814372.606898400 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814372.615678700 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814372.624223500 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814372.633423000 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814372.640516600 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814372.649238800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files (x86)/Common Files/Intel/Shared Libraries/redist/intel64/compiler' '/home/jeremy/.rvm/*'
+ 1616814372.656229500 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814372.665794800 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files (x86)/Common Files/Intel/Shared Libraries/redist/intel64/compiler'
+ 1616814372.676097000 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814372.686142200 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814372.694082700 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814372.701468400 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814372.708371700 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814372.716737300 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814372.725862700 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814372.733302400 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814372.741169000 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files (x86)/Common Files/Oracle/Java/javapath' '/home/jeremy/.rvm/*'
+ 1616814372.749898300 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814372.755775700 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files (x86)/Common Files/Oracle/Java/javapath'
+ 1616814372.761067400 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814372.770929900 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814372.778125100 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814372.786019000 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814372.792249500 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814372.799604100 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814372.807211500 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814372.813224700 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814372.822221800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files (x86)/Intel/Intel(R) Management Engine Components/iCLS' '/home/jeremy/.rvm/*'
+ 1616814372.827834600 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814372.834260400 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files (x86)/Intel/Intel(R) Management Engine Components/iCLS'
+ 1616814372.839886400 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814372.846548000 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814372.853448000 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814372.860900900 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814372.868857700 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814372.874578600 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814372.882058900 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814372.887464400 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814372.893776900 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/Intel/Intel(R) Management Engine Components/iCLS' '/home/jeremy/.rvm/*'
+ 1616814372.900653000 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814372.906430700 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/Intel/Intel(R) Management Engine Components/iCLS'
+ 1616814372.915123100 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814372.921250300 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814372.928895500 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814372.935956700 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814372.943555300 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814372.950664600 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814372.957971500 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814372.966725000 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814372.974123800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/windows/system32 '/home/jeremy/.rvm/*'
+ 1616814372.979483500 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814372.985869700 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/windows/system32
+ 1616814372.993571400 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814372.999646700 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.005732900 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.010958800 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.019922400 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.027026700 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.035320300 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.043304900 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.051210800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/windows '/home/jeremy/.rvm/*'
+ 1616814373.057594400 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.063407800 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/windows
+ 1616814373.070170200 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.075500700 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.084195800 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.091183000 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.096795100 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.103339000 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.109811600 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.116647300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.122412100 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/windows/System32/Wbem '/home/jeremy/.rvm/*'
+ 1616814373.132513200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.138700900 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/windows/System32/Wbem
+ 1616814373.146448900 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.154284200 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.162168400 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.168643200 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.177866200 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.187117300 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.197588900 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.206393300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.217008300 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/windows/System32/WindowsPowerShell/v1.0 '/home/jeremy/.rvm/*'
+ 1616814373.225460500 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.233075600 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/windows/System32/WindowsPowerShell/v1.0
+ 1616814373.240345200 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.247443000 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.257244100 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.263820300 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.272235000 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.279829700 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.288564300 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.295149100 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.303549400 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/windows/System32/OpenSSH '/home/jeremy/.rvm/*'
+ 1616814373.310186800 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.317884900 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/windows/System32/OpenSSH
+ 1616814373.326546200 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.335176000 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.342115000 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.350130400 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.356866600 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.363776300 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.371415300 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.379345300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.386269300 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files (x86)/Intel/Intel(R) Management Engine Components/DAL' '/home/jeremy/.rvm/*'
+ 1616814373.393206300 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.400499000 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files (x86)/Intel/Intel(R) Management Engine Components/DAL'
+ 1616814373.406422900 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.413999100 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.419862500 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.427641500 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.435810100 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.445367800 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.456249900 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.464523300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.471627800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/Intel/Intel(R) Management Engine Components/DAL' '/home/jeremy/.rvm/*'
+ 1616814373.479044700 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.487249500 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/Intel/Intel(R) Management Engine Components/DAL'
+ 1616814373.495485400 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.503582100 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.511094200 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.518512200 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.525320500 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.535755900 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.544471200 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.556905200 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.565757500 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files (x86)/NVIDIA Corporation/PhysX/Common' '/home/jeremy/.rvm/*'
+ 1616814373.571502200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.578352300 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files (x86)/NVIDIA Corporation/PhysX/Common'
+ 1616814373.585735300 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.591672200 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.599683700 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.606852800 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.613775300 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.620175600 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.628261700 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.635107900 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.641757400 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/Intel/WiFi/bin' '/home/jeremy/.rvm/*'
+ 1616814373.648984200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.655153000 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/Intel/WiFi/bin'
+ 1616814373.662845400 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.670544700 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.677366900 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.683376700 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.689944100 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.696810200 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.705603400 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.712095300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.720876100 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/Common Files/Intel/WirelessCommon' '/home/jeremy/.rvm/*'
+ 1616814373.728217500 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.738648200 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/Common Files/Intel/WirelessCommon'
+ 1616814373.745908300 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.754485900 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.761214700 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.769472500 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.777597100 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.785855500 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.793282900 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.800837000 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.807464700 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/Users/15149/AppData/Local/Programs/Python/Python37-32 '/home/jeremy/.rvm/*'
+ 1616814373.814264200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.820461700 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/Users/15149/AppData/Local/Programs/Python/Python37-32
+ 1616814373.826997500 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.834399100 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.842779800 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.850337800 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.855541400 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.861737900 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.867865400 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.873641300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.881556900 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/WINDOWS/system32 '/home/jeremy/.rvm/*'
+ 1616814373.886722100 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.894695000 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/WINDOWS/system32
+ 1616814373.902134300 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.909014400 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.914457500 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.920178100 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.926868400 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814373.932784900 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814373.938948800 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814373.944258700 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814373.950166900 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/WINDOWS '/home/jeremy/.rvm/*'
+ 1616814373.957163200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814373.964467700 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/WINDOWS
+ 1616814373.972515100 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814373.977763900 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814373.984641500 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814373.989943600 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814373.995187000 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.003198800 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.009593500 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.017021600 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.024996100 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/WINDOWS/System32/Wbem '/home/jeremy/.rvm/*'
+ 1616814374.032683200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.040161100 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/WINDOWS/System32/Wbem
+ 1616814374.045156700 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.052741400 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.058088700 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.065059100 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.071426300 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.079384000 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.086027600 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.093070300 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.099066800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0 '/home/jeremy/.rvm/*'
+ 1616814374.104378800 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.112697600 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0
+ 1616814374.119091900 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.127212200 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.134679000 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.143162300 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.149564600 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.156009900 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.160781400 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.166428700 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.173525900 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/WINDOWS/System32/OpenSSH '/home/jeremy/.rvm/*'
+ 1616814374.180105100 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.188862100 /scripts/functions/support : __rvm_string_match()  2 > _string=/mnt/c/WINDOWS/System32/OpenSSH
+ 1616814374.194620000 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.202265900 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.208855600 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.215983100 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.267502100 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.272772200 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.277684300 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.284278000 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.290166900 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/Git/cmd' '/home/jeremy/.rvm/*'
+ 1616814374.297486800 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.304089700 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/Git/cmd'
+ 1616814374.310528600 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.316916400 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.323459800 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.331384100 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.337139100 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.344424900 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.351913600 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.359013200 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.364512800 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/nodejs' '/home/jeremy/.rvm/*'
+ 1616814374.371205800 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.378485000 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/nodejs'
+ 1616814374.385775700 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.393821100 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.400799600 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.407060300 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.413008300 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.420044400 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.425256700 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.432807000 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.442573500 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/dotnet' '/home/jeremy/.rvm/*'
+ 1616814374.452867200 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.460052100 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/dotnet'
+ 1616814374.467529100 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.473084300 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.479491000 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.487300300 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.495823600 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.504329700 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.512741500 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.519568900 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.527152400 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match '/mnt/c/Program Files/Go/bin' '/home/jeremy/.rvm/*'
+ 1616814374.534087000 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
+ 1616814374.541610100 /scripts/functions/support : __rvm_string_match()  2 > _string='/mnt/c/Program Files/Go/bin'
+ 1616814374.546616400 /scripts/functions/support : __rvm_string_match()  3 > shift
+ 1616814374.552444000 /scripts/functions/support : __rvm_string_match()  4 > ((  1  ))
+ 1616814374.558870500 /scripts/functions/support : __rvm_string_match()  40 > case "${_string}" in
+ 1616814374.565448600 /scripts/functions/support : __rvm_string_match()  9 > shift
+ 1616814374.571294800 /scripts/functions/support : __rvm_string_match()  4 > ((  0  ))
+ 1616814374.577912100 /scripts/functions/support : __rvm_string_match()  11 > return 1
+ 1616814374.585310300 /scripts/functions/utility : __rvm_remove_from_array()  9 > _temp_array+=("$_iterator")
+ 1616814374.591479600 /scripts/functions/utility : __rvm_remove_from_array()  226 > for _iterator in "$@"
+ 1616814374.597697400 /scripts/functions/utility : __rvm_remove_from_array()  9 > __rvm_string_match /mnt/c/Users/15149/AppData/Local/Programs/Python/Python37-32/Scripts '/home/jeremy/.rvm/*'
+ 1616814374.605380300 /scripts/functions/support : __rvm_string_match()  1 > typeset _string
